Model,w_idx,RX_time(ms),TX_time(ms),GPU_Active(ms),GPU_Idle(ms),1_Iter_time(ms),Total_time(ms)
cifar10_resnet56_v2_async_batch128,2,20.6077,114.9083,131.1602,18.92066667,145.2068,50915
cifar10_resnet56_v2_async_batch256,1,29.7628,126.3159,155.4811,4.041444444,157.6208,51516
cifar10_resnet56_v2_async_batch256,2,21.8431,120.237,124.669,25.01511111,145.0843,51412
cifar10_resnet56_v2_async_batch32,1,22.736,111.5569,143.5074,3.640555556,144.9321,51064
cifar10_resnet56_v2_async_batch32,2,22.0247,102.8282,123.3478,10.32544444,130.0399,50826
cifar10_resnet56_v2_async_batch512,1,19.4085,147.5798,178.8601,3.777,180.0354,52481
cifar10_resnet56_v2_async_batch512,2,25.7364,171.558,125.5754,82.09633333,200.7696,52530
cifar10_resnet56_v2_async_batch64,1,21.5836,100.7281,128.7247,5.032222222,131.4803,50916
cifar10_resnet56_v2_async_batch64,2,21.0013,126.9281,154.3893,8.922666667,160.1274,51007
cifar10_resnet56_v2_async_dataFormat,1,31.3777,109.3298,144.9642,3.694222222,146.8244,51105
cifar10_resnet56_v2_async_dataFormat,2,23.0061,107.3037,123.6228,15.45733333,135.8793,51093
cifar10_resnet56_v2_async_optMomentum,1,24.5319,130.7108,136.4239,4.162888889,139.0245,52647
cifar10_resnet56_v2_async_optMomentum,2,22.247,124.4809,116.7683,16.903,129.7247,52646
cifar10_resnet56_v2_async_optRmsprop,1,23.1079,135.3998,141.9647,4.188111111,143.8418,55469
cifar10_resnet56_v2_async_optRmsprop,2,24.8227,131.1576,130.5936,14.356,138.5674,55414
cifar10_resnet56_v2_async_use_fp16,1,29.5369,112.7648,148.2842,3.276,149.92,51916
cifar10_resnet56_v2_async_use_fp16,2,25.3444,135.0009,165.6358,10.25466667,171.8548,51762
cifar10_resnet56_v2_async_winograd,1,23.2994,104.9566,132.6189,4.397666667,134.6902,50725
cifar10_resnet56_v2_async_winograd,2,17.1862,100.0556,117.3655,8.514777778,124.151,50719
cifar10_resnet56_v2_async_xla,1,20.33,120.5079,150.5555,4.505222222,152.7712,50677
cifar10_resnet56_v2_async_xla,2,23.6223,127.081,148.6881,11.20088889,155.962,50617
cifar10_resnet56_v2_sync_batch128,1,27.0917,103.5721,133.3266,4.560555556,135.6587,51264
cifar10_resnet56_v2_sync_batch128,2,23.8551,90.2236,120.2913,18.10277778,126.0323,51255
cifar10_resnet56_v2_sync_batch256,1,25.2562,118.4445,152.2071,3.448111111,153.978,51758
cifar10_resnet56_v2_sync_batch256,2,26.3469,101.5965,106.6842,48.10277778,135.9619,51751
cifar10_resnet56_v2_sync_batch32,1,22.722,113.2571,143.5682,3.966888889,144.992,51163
cifar10_resnet56_v2_sync_batch32,2,22.2512,88.5033,118.1236,30.323,121.9776,51260
cifar10_resnet56_v2_sync_batch512,1,24.9976,161.2419,197.2996,3.110555556,199.0719,52509
cifar10_resnet56_v2_sync_batch512,2,28.1246,160.2769,135.4305,65.53588889,194.92,52259
cifar10_resnet56_v2_sync_batch64,1,23.6226,118.4885,146.7446,3.805888889,147.4646,51565
cifar10_resnet56_v2_sync_batch64,2,30.7982,96.2426,126.3765,26.76511111,131.4456,51609
cifar10_resnet56_v2_sync_dataFormat,1,20.2038,111.6388,146.7476,4.664555556,149.279,51427
cifar10_resnet56_v2_sync_dataFormat,2,23.4321,82.6647,107.9755,33.31788889,115.4071,51279
cifar10_resnet56_v2_sync_optMomentum,1,24.0655,144.7324,151.6088,3.750666667,153.7715,53592
cifar10_resnet56_v2_sync_optMomentum,2,26.2478,131.1268,136.638,20.52511111,140.9341,53539
cifar10_resnet56_v2_sync_optRmsprop,1,30.3545,153.3495,162.919,4.065777778,164.4223,55861
cifar10_resnet56_v2_sync_optRmsprop,2,28.8519,138.1895,143.8892,20.08588889,146.7186,55859
cifar10_resnet56_v2_sync_use_fp16,1,28.6671,102.0011,158.6009,3.363888889,159.8325,22552
cifar10_resnet56_v2_sync_use_fp16,2,29.4245,111.3346,140.094,19.42822222,144.2125,22269
cifar10_resnet56_v2_sync_winograd,1,25.7636,106.5725,135.0354,4.116666667,137.1707,51410
cifar10_resnet56_v2_sync_winograd,2,25.111,93.9245,121.2533,19.20333333,123.9942,51404
cifar10_resnet56_v2_sync_xla,1,22.6437,120.1587,149.1984,3.779,150.6683,51307
cifar10_resnet56_v2_sync_xla,2,38.6965,102.5849,133.4205,20.55777778,136.8103,51250
cifar10_vgg16_async_batch128,1,159.6728,401.8421,179.2155,233.2822222,415.9179,50735
cifar10_vgg16_async_batch128,2,157.4949,422.3201,176.0012,271.0023333,439.8719,50821
cifar10_vgg16_async_batch256,1,165.5403,409.5133,180.5228,238.0673333,417.5122,50642
cifar10_vgg16_async_batch256,2,148.325,378.6849,170.1793,226.8321111,390.6347,50640
cifar10_vgg16_async_batch32,1,172.0937,417.059,192.6986,243.6981111,434.0581,49984
cifar10_vgg16_async_batch32,2,147.4119,394.5696,169.9626,243.087,404.7698,49982
cifar10_vgg16_async_batch512,1,167.5718,393.336,187.0533,219.5541111,414.3224,51506
cifar10_vgg16_async_batch512,2,158.7392,418.4019,178.7363,259.1996667,435.2997,51505
cifar10_vgg16_async_batch64,1,164.9657,403.5929,188.0134,246.3081111,432.7266,51541
cifar10_vgg16_async_batch64,2,164.9124,409.4037,188.9785,236.6767778,424.1785,51184
cifar10_vgg16_async_dataFormat,1,172.3718,422.6448,194.2501,249.5076667,444.7324,50722
cifar10_vgg16_async_dataFormat,2,167.9467,422.9705,185.4558,255.2722222,436.0808,50523
cifar10_vgg16_async_optMomentum,1,167.5066,456.7531,189.3657,271.2777778,459.7261,50332
cifar10_vgg16_async_optMomentum,2,158.4713,425.9654,173.0668,254.78,427.5723,50275
cifar10_vgg16_async_optRmsprop,1,167.9123,452.1707,188.2347,273.3285556,456.6434,51988
cifar10_vgg16_async_optRmsprop,2,153.7096,437.5806,170.3974,267.2308889,440.0884,51877
cifar10_vgg16_async_use_fp16,1,178.3618,428.8397,205.1367,233.6072222,437.1692,50607
cifar10_vgg16_async_use_fp16,2,161.2005,407.7515,180.1923,234.7326667,415.5236,50355
cifar10_vgg16_async_winograd,1,162.6628,401.0117,189.3074,246.2292222,429.9371,50005
cifar10_vgg16_async_winograd,2,149.9049,404.1417,168.9727,241.0763333,410.9893,49937
cifar10_vgg16_async_xla,1,178.852,420.7695,199.2896,241.2914444,437.6988,49895
cifar10_vgg16_async_xla,2,164.0405,397.7226,182.0664,229.3936667,405.7209,49841
cifar10_vgg16_sync_batch128,1,162.4719,420.7593,433.4795,2.913111111,434.532,50807
cifar10_vgg16_sync_batch128,2,173.2188,419.9909,197.1319,240.7886667,432.7087,50751
cifar10_vgg16_sync_batch256,1,167.3288,421.3078,439.2091,2.819555556,441.0349,51933
cifar10_vgg16_sync_batch256,2,169.5303,391.6247,185.4547,260.7827778,418.078,51976
cifar10_vgg16_sync_batch32,1,161.8948,424.4911,432.489,2.744777778,433.9471,51130
cifar10_vgg16_sync_batch32,2,157.3422,387.0858,172.8718,264.4197778,411.1275,51125
cifar10_vgg16_sync_batch512,1,162.5849,426.3592,445.9637,2.982444444,447.5773,52504
cifar10_vgg16_sync_batch512,2,165.0053,413.3941,188.7897,259.3742222,444.6741,52455
cifar10_vgg16_sync_batch64,1,167.2289,412.9041,426.0432,4.286333333,428.0505,50732
cifar10_vgg16_sync_batch64,2,158.2933,388.0025,173.9823,252.8005556,405.074,50727
cifar10_vgg16_sync_dataFormat,1,161.6311,418.6102,435.8925,2.843444444,437.1258,50868
cifar10_vgg16_sync_dataFormat,2,153.425,393.3505,170.4421,268.0704444,419.1191,50957
cifar10_vgg16_sync_optMomentum,1,157.2997,435.0879,438.4734,3.890777778,439.6844,51222
cifar10_vgg16_sync_optMomentum,2,157.6768,417.6931,176.2774,265.9958889,427.0529,51028
cifar10_vgg16_sync_optRmsprop,1,168.0756,453.6349,456.3634,2.904111111,457.9192,52393
cifar10_vgg16_sync_optRmsprop,2,157.8323,440.2286,178.9223,283.8195556,444.3456,52335
cifar10_vgg16_sync_use_fp16,1,168.9106,431.1329,455.028,2.953444444,456.5291,52125
cifar10_vgg16_sync_use_fp16,2,154.581,429.2264,175.4585,285.222,440.0909,52061
cifar10_vgg16_sync_winograd,1,168.9057,419.6364,431.039,2.807444444,432.7203,50958
cifar10_vgg16_sync_winograd,2,156.3267,396.5419,170.4488,264.1024444,415.128,50686
cifar10_vgg16_sync_xla,1,162.8698,409.3097,437.9612,2.451333333,439.0463,51113
cifar10_vgg16_sync_xla,2,159.3892,413.482,181.5661,263.8696667,430.8243,51048
imagenet_alexnet_async_batch128,1,333.7038,905.3205,345.0288,568.3685556,908.6084,60848
imagenet_alexnet_async_batch128,2,340.3124,865.0982,347.8744,523.2973333,866.252,60987
imagenet_alexnet_async_batch256,1,339.8732,882.7807,350.6228,542.4303333,886.0196,62656
imagenet_alexnet_async_batch256,2,345.6291,905.1213,357.0034,555.9125556,907.2402,62747
imagenet_alexnet_async_batch32,1,339.8174,886.9553,350.108,541.9728889,889.7574,61002
imagenet_alexnet_async_batch32,2,328.8488,906.2054,338.7942,579.5493333,908.5135,60804
imagenet_alexnet_async_batch512,1,365.7451,938.0001,374.8471,565.9366667,940.8214,65365
imagenet_alexnet_async_batch512,2,346.7462,888.293,354.0235,538.2766667,890.2238,65312
imagenet_alexnet_async_batch64,1,329.5854,904.1041,341.8089,566.3937778,906.2808,60101
imagenet_alexnet_async_batch64,2,320.0859,862.0514,329.3053,533.8843333,863.4832,60237
imagenet_alexnet_async_dataFormat,1,337.1144,918.3356,347.3968,571.9991111,920.7611,60721
imagenet_alexnet_async_dataFormat,2,337.1656,870.1199,347.652,523.1848889,874.1663,60660
imagenet_alexnet_async_optMomentum,1,346.3623,926.4488,356.9487,570.6964444,928.8697,61803
imagenet_alexnet_async_optMomentum,2,320.3432,890.2115,331.765,554.7177778,891.7894,61262
imagenet_alexnet_async_optRmsprop,1,334.6127,997.2707,347.6814,658.983,999.6927,63403
imagenet_alexnet_async_optRmsprop,2,332.5216,974.861,343.2173,642.5321111,976.5647,63349
imagenet_alexnet_async_use_fp16,1,336.0358,896.8715,352.6242,550.6287778,899.358,61391
imagenet_alexnet_async_use_fp16,2,325.4372,869.7913,335.2176,542.1788889,870.888,61389
imagenet_alexnet_async_winograd,1,353.7947,916.2844,364.8882,558.8004444,918.9732,61000
imagenet_alexnet_async_winograd,2,341.6607,888.634,351.1284,544.7554444,889.775,60999
imagenet_alexnet_async_xla,1,328.3609,886.2853,337.6463,545.0147778,889.0245,60303
imagenet_alexnet_async_xla,2,318.8219,876.9089,329.9507,556.575,878.21,60301
imagenet_alexnet_sync_batch128,1,324.121,898.3534,899.6163,2.704777778,900.9433,62116
imagenet_alexnet_sync_batch128,2,319.9296,860.7785,327.6367,573.0333333,862.9089,62113
imagenet_alexnet_sync_batch256,1,322.834,896.3038,897.9287,2.849666667,899.7251,63476
imagenet_alexnet_sync_batch256,2,316.3228,876.4618,328.7696,577.0757778,877.9598,63473
imagenet_alexnet_sync_batch32,1,333.7505,900.3582,901.5251,2.711111111,903.0468,61293
imagenet_alexnet_sync_batch32,2,321.2103,866.464,330.6126,571.4727778,870.3327,61382
imagenet_alexnet_sync_batch512,1,332.2575,916.814,918.6386,2.747777778,919.4808,66507
imagenet_alexnet_sync_batch512,2,333.1975,900.1769,342.454,581.0476667,905.3318,66602
imagenet_alexnet_sync_batch64,1,335.0962,918.3854,919.8318,2.982333333,920.9732,61109
imagenet_alexnet_sync_batch64,2,336.1436,888.474,346.5404,574.5558889,889.6875,61299
imagenet_alexnet_sync_dataFormat,1,331.5594,943.6105,944.6384,2.871444444,945.6273,61135
imagenet_alexnet_sync_dataFormat,2,348.4682,908.3037,358.1656,591.6128889,910.0888,61500
imagenet_alexnet_sync_optMomentum,1,332.2359,949.67,951.2577,3.211111111,953.3338,62473
imagenet_alexnet_sync_optMomentum,2,333.1179,925.6525,343.6616,607.1454444,927.9735,62555
imagenet_alexnet_sync_optRmsprop,1,340.8407,1002.8555,1004.0025,2.719666667,1004.7495,63416
imagenet_alexnet_sync_optRmsprop,2,316.1011,957.8883,325.337,682.6802222,959.3186,63363
imagenet_alexnet_sync_use_fp16,1,334.252,911.8034,913.1882,2.773888889,914.5005,61162
imagenet_alexnet_sync_use_fp16,2,336.5921,877.3164,347.0239,562.8831111,881.6392,61157
imagenet_alexnet_sync_winograd,1,331.513,917.6349,918.9903,2.715555556,920.1737,61415
imagenet_alexnet_sync_winograd,2,328.2588,889.0044,337.4298,587.3993333,890.5692,61413
imagenet_alexnet_sync_xla,1,344.8269,914.4163,916.0947,2.907444444,917.6481,61250
imagenet_alexnet_sync_xla,2,322.1543,876.4102,329.7791,587.5463333,877.8605,61339
imagenet_googlenet_async_batch128,1,69.7497,189.4671,126.4129,69.61944444,193.148,51336
imagenet_googlenet_async_batch128,2,70.102,193.2,131.2623,70.68288889,196.3676,51050
imagenet_googlenet_async_batch256,1,102.9265,340.5259,183.8249,161.1958889,346.5558,56988
imagenet_googlenet_async_batch256,2,87.1229,328.5606,157.7186,175.9194444,331.1317,56894
imagenet_googlenet_async_batch32,1,54.3322,127.4878,121.8327,13.69222222,133.9513,48030
imagenet_googlenet_async_batch32,2,47.8329,127.0322,118.6305,16.24955556,130.1768,48028
imagenet_googlenet_async_batch512,1,156.7512,616.0561,211.0797,410.66,620.0188,66616
imagenet_googlenet_async_batch512,2,163.4771,616.8901,223.716,397.8582222,619.1185,66467
imagenet_googlenet_async_batch64,1,52.641,143.6465,124.1608,26.49288889,147.9116,48984
imagenet_googlenet_async_batch64,2,54.2935,134.3117,112.9159,28.10922222,137.2066,48983
imagenet_googlenet_async_dataFormat,1,58.4138,130.036,116.845,20.02722222,134.4633,49429
imagenet_googlenet_async_dataFormat,2,54.265,139.2872,127.6408,19.21533333,142.6244,49424
imagenet_googlenet_async_optMomentum,1,55.0445,140.2038,119.6347,28.17355556,145.8569,50580
imagenet_googlenet_async_optMomentum,2,63.0119,135.1732,116.318,28.17777778,140.0958,50578
imagenet_googlenet_async_optRmsprop,1,56.6298,133.2657,111.8835,28.93255556,138.264,52225
imagenet_googlenet_async_optRmsprop,2,54.2811,137.8767,121.2254,26.47544444,144.0353,52167
imagenet_googlenet_async_use_fp16,1,52.6562,143.034,118.369,31.4,147.4779,50410
imagenet_googlenet_async_use_fp16,2,49.9752,147.5992,119.9503,35.44766667,151.3281,50351
imagenet_googlenet_async_winograd,1,60.3824,147.3023,127.5153,26.66888889,151.6066,48965
imagenet_googlenet_async_winograd,2,54.246,133.6834,113.9974,26.88422222,138.4664,48909
imagenet_googlenet_async_xla,1,59.7967,143.2174,126.2182,24.10255556,146.5832,48831
imagenet_googlenet_async_xla,2,56.08,142.5604,121.6428,29.07722222,145.7071,48758
imagenet_googlenet_sync_batch128,1,74.078,202.9625,205.6394,3.743,207.6364,51330
imagenet_googlenet_sync_batch128,2,70.1897,202.6691,130.675,79.76266667,205.229,51184
imagenet_googlenet_sync_batch256,1,108.7137,334.898,338.4494,3.638222222,340.7563,56761
imagenet_googlenet_sync_batch256,2,102.9741,335.2893,151.905,191.3327778,337.5835,56749
imagenet_googlenet_sync_batch32,1,54.7038,137.6336,141.6877,2.768333333,143.1828,48246
imagenet_googlenet_sync_batch32,2,48.0466,127.1035,122.0525,23.53855556,133.4243,48244
imagenet_googlenet_sync_batch512,1,174.7915,619.6358,622.6091,3.514444444,624.1875,66515
imagenet_googlenet_sync_batch512,2,170.6007,619.7287,216.9398,404.4403333,621.6622,66464
imagenet_googlenet_sync_batch64,1,58.6392,148.6194,151.8007,4.531111111,154.3507,49347
imagenet_googlenet_sync_batch64,2,62.8338,148.9893,116.6681,41.09688889,152.1815,49344
imagenet_googlenet_sync_dataFormat,1,52.0485,148.4315,152.9708,3.643333333,154.7488,19974
imagenet_googlenet_sync_dataFormat,2,56.6219,145.9825,128.9887,28.73422222,151.1648,19917
imagenet_googlenet_sync_optMomentum,1,57.7338,149.7577,153.4302,3.903111111,154.4323,51202
imagenet_googlenet_sync_optMomentum,2,56.3775,148.8987,122.9963,34.84888889,151.7166,51056
imagenet_googlenet_sync_optRmsprop,1,63.051,152.394,156.7878,2.958222222,158.4628,52602
imagenet_googlenet_sync_optRmsprop,2,57.0171,140.0521,114.4104,46.59111111,145.0143,52600
imagenet_googlenet_sync_use_fp16,1,59.8971,176.2705,179.5761,4.118777778,181.4184,20757
imagenet_googlenet_sync_use_fp16,2,48.7684,152.6992,122.8787,64.406,162.5726,20706
imagenet_googlenet_sync_winograd,1,56.6565,158.3119,161.3353,4.710777778,163.5677,49141
imagenet_googlenet_sync_winograd,2,53.8269,142.0155,116.6113,51.70655556,153.3716,49136
imagenet_googlenet_sync_xla,1,58.1384,154.0186,158.241,3.190444444,159.5391,49686
imagenet_googlenet_sync_xla,2,56.4882,139.6519,114.2628,44.84355556,150.5843,49678
imagenet_inception3_async_batch128,1,221.0301,729.4461,738.5049,2.963111111,739.6376,74573
imagenet_inception3_async_batch128,2,261.7059,806.9682,406.9491,421.2861111,817.2927,74515
imagenet_inception3_async_batch256,1,465.9375,1377.5333,1387.8062,5.157555556,1390.6982,92720
imagenet_inception3_async_batch256,2,423.3333,1517.3049,718.7224,832.5042222,1529.8335,92718
imagenet_inception3_async_batch32,1,130.1711,332.6969,343.3254,4.077777778,345.1282,61402
imagenet_inception3_async_batch32,2,122.7497,288.6766,227.6006,76.10111111,297.0743,61396
imagenet_inception3_async_batch64,1,138.8052,403.0499,412.3742,4.293555556,414.7047,65203
imagenet_inception3_async_batch64,2,154.5737,446.1179,287.8873,219.5354444,493.531,65192
imagenet_inception3_async_dataFormat,1,127.6709,356.7981,366.8266,3.341444444,368.1454,65203
imagenet_inception3_async_dataFormat,2,140.4665,396.7568,265.7018,159.1014444,419.1229,65156
imagenet_inception3_async_optMomentum,1,141.7658,415.3966,424.9377,3.754555556,426.7061,38817
imagenet_inception3_async_optMomentum,2,165.7013,463.6311,276.1744,240.8614444,502.3459,39177
imagenet_inception3_async_optRmsprop,1,159.7194,429.4291,439.8183,5.314444444,441.8102,71266
imagenet_inception3_async_optRmsprop,2,151.0485,476.7516,290.5935,210.1086667,492.6821,71264
imagenet_inception3_async_use_fp16,1,128.4435,354.8473,365.8558,6.079111111,369.765,65976
imagenet_inception3_async_use_fp16,2,120.1437,400.1167,261.181,151.114,410.1673,65974
imagenet_inception3_async_winograd,1,158.3479,416.0355,425.1262,3.820222222,427.2104,65147
imagenet_inception3_async_winograd,2,166.3003,458.3312,273.5377,202.3576667,471.3358,65141
imagenet_inception3_async_xla,1,152.4011,418.4151,429.4644,2.735444444,430.4945,65561
imagenet_inception3_async_xla,2,164.5459,462.351,279.7534,203.8166667,475.9759,65508
imagenet_inception3_sync_batch128,1,255.1015,734.2589,758.8104,3.193555556,760.4775,73882
imagenet_inception3_sync_batch128,2,250.706,746.9331,419.0842,343.6211111,758.1575,73826
imagenet_inception3_sync_batch256,1,389.1875,1367.9023,1394.4006,4.661111111,1396.5716,61251
imagenet_inception3_sync_batch256,2,398.7213,1382.5724,724.6022,673.461,1393.7072,61530
imagenet_inception3_sync_batch32,1,126.8262,307.2986,336.1083,3.366555556,337.3777,62240
imagenet_inception3_sync_batch32,2,133.4005,308.964,256.5623,84.39822222,320.5865,62183
imagenet_inception3_sync_batch64,1,169.1145,426.399,446.7165,3.051222222,447.8542,64909
imagenet_inception3_sync_batch64,2,143.5008,432.8939,288.6148,158.4192222,445.3461,65142
imagenet_inception3_sync_dataFormat,1,137.3933,367.7009,396.1266,3.678333333,397.2883,65227
imagenet_inception3_sync_dataFormat,2,127.0066,380.8552,274.1251,128.8735556,393.2707,64944
imagenet_inception3_sync_optMomentum,1,158.0244,424.0152,449.1203,2.797,449.6991,68408
imagenet_inception3_sync_optMomentum,2,170.8121,438.0597,296.6463,156.7791111,447.9517,67941
imagenet_inception3_sync_optRmsprop,1,151.983,423.5347,445.8613,3.685222222,447.3092,71887
imagenet_inception3_sync_optRmsprop,2,159.9649,433.6606,298.9601,150.9941111,442.1632,71506
imagenet_inception3_sync_use_fp16,1,120.3385,353.7123,382.3401,3.836333333,384.2459,65822
imagenet_inception3_sync_use_fp16,2,131.5954,371.0385,275.8496,108.471,382.744,65571
imagenet_inception3_sync_winograd,1,152.0721,420.1879,438.7202,5.301222222,440.6496,64623
imagenet_inception3_sync_winograd,2,166.642,426.7596,300.1951,143.285,439.642,64480
imagenet_inception3_sync_xla,1,159.2867,416.3126,448.6169,3.566,450.4743,65524
imagenet_inception3_sync_xla,2,155.9931,434.1494,294.6313,162.1943333,447.6449,65289
imagenet_inception4_async_batch128,1,428.3508,1426.2691,1441.57,3.477111111,1442.8706,100931
imagenet_inception4_async_batch128,2,391.6027,1577.7758,938.0722,756.7464444,1667.2887,100929
imagenet_inception4_async_batch32,1,194.8338,519.5921,537.3491,5.18,539.3302,74526
imagenet_inception4_async_batch32,2,203.7811,539.5553,415.2773,145.6085556,558.1589,74144
imagenet_inception4_async_batch64,1,275.3271,783.4932,799.18,4.833555556,801.8531,82812
imagenet_inception4_async_batch64,2,287.4721,862.4923,554.3498,363.7827778,904.403,82761
imagenet_inception4_async_dataFormat,1,235.0918,689.5236,702.1232,4.017333333,704.1479,51755
imagenet_inception4_async_dataFormat,2,241.2006,762.1609,465.6102,329.5656667,781.2242,51690
imagenet_inception4_async_optMomentum,1,250.0476,770.981,784.3316,6.521222222,787.6899,88279
imagenet_inception4_async_optMomentum,2,260.829,860.7748,545.7776,403.7412222,930.7651,88224
imagenet_inception4_async_optRmsprop,1,265.6654,797.7715,816.1465,4.628777778,819.0374,93123
imagenet_inception4_async_optRmsprop,2,256.9214,887.7112,565.2308,346.9285556,904.8241,93352
imagenet_inception4_async_use_fp16,1,196.9437,571.5109,589.7377,3.954111111,590.8358,79121
imagenet_inception4_async_use_fp16,2,201.994,631.762,439.1219,223.3777778,652.4078,79304
imagenet_inception4_async_winograd,1,278.1674,786.6277,805.1022,3.404333333,806.2139,82241
imagenet_inception4_async_winograd,2,273.1099,878.518,542.7137,390.6584444,916.7358,81867
imagenet_inception4_async_xla,1,271.7645,781.4475,796.0953,4.058,797.7654,53044
imagenet_inception4_async_xla,2,264.1843,868.5767,545.9125,380.592,910.6646,52876
imagenet_inception4_sync_batch128,1,434.4724,1430.3718,1446.6241,4.144777778,1448.6013,98328
imagenet_inception4_sync_batch128,2,377.916,1427.7934,925.3873,526.0178889,1443.9311,97878
imagenet_inception4_sync_batch32,1,217.954,516.2104,541.1296,4.854,543.4413,74978
imagenet_inception4_sync_batch32,2,199.4639,522.3342,392.9782,154.9454444,541.7935,75115
imagenet_inception4_sync_batch64,1,243.6854,803.2076,822.0261,3.935222222,823.5918,82321
imagenet_inception4_sync_batch64,2,260.6822,800.8264,559.5432,264.6398889,820.9812,82420
imagenet_inception4_sync_dataFormat,1,240.2428,719.174,734.7248,4.676444444,736.6993,81023
imagenet_inception4_sync_dataFormat,2,224.5138,714.0671,476.7064,259.3757778,733.8245,80762
imagenet_inception4_sync_optMomentum,1,296.0961,824.12,841.1481,3.937777778,842.2998,86948
imagenet_inception4_sync_optMomentum,2,260.157,819.721,576.8656,263.2111111,840.5284,86890
imagenet_inception4_sync_optRmsprop,1,269.5594,809.3006,828.8829,5.119444444,831.2097,92324
imagenet_inception4_sync_optRmsprop,2,282.8736,815.3827,559.1512,276.1587778,829.1507,92322
imagenet_inception4_sync_use_fp16,1,195.8523,587.2517,644.0832,3.769111111,645.9153,50534
imagenet_inception4_sync_use_fp16,2,208.9385,627.8941,449.3536,194.4334444,642.3203,49998
imagenet_inception4_sync_winograd,1,262.8121,805.4542,824.8025,3.965,826.3591,82031
imagenet_inception4_sync_winograd,2,302.4671,808.386,550.016,279.4246667,822.6162,81740
imagenet_inception4_sync_xla,1,288.8614,806.6769,827.5661,4.607555556,829.9746,52290
imagenet_inception4_sync_xla,2,283.4017,809.412,568.6589,262.9551111,827.3433,52429
imagenet_overfeat_async_batch128,1,984.939,2503.4813,994.5971,1528.837222,2505.9734,94166
imagenet_overfeat_async_batch128,2,967.8488,2426.1657,977.8295,1435.304111,2427.5748,93960
imagenet_overfeat_async_batch256,1,936.4239,2400.2456,944.7428,1453.851222,2402.3211,97063
imagenet_overfeat_async_batch256,2,944.5469,2474.506,953.1539,1516.823556,2476.1705,97060
imagenet_overfeat_async_batch32,1,932.864,2398.4249,942.5097,1471.157,2401.3242,92650
imagenet_overfeat_async_batch32,2,956.0028,2504.7657,963.9858,1566.043667,2506.3114,92317
imagenet_overfeat_async_batch512,1,946.9478,2536.3292,955.0614,1596.904667,2538.0635,101696
imagenet_overfeat_async_batch512,2,894.5516,2387.898,902.1346,1496.902,2391.2636,101491
imagenet_overfeat_async_batch64,1,937.8583,2375.1477,947.1196,1440.099222,2377.1274,91210
imagenet_overfeat_async_batch64,2,920.434,2404.3754,931.9974,1481.485556,2406.0426,91206
imagenet_overfeat_async_dataFormat,1,972.4905,2491.356,983.2487,1513.190333,2493.4364,93131
imagenet_overfeat_async_dataFormat,2,930.8561,2446.9114,940.9102,1524.526667,2448.3979,92624
imagenet_overfeat_async_optMomentum,1,945.3546,2632.4385,954.7948,1673.514667,2635.3929,95384
imagenet_overfeat_async_optMomentum,2,912.7221,2537.6505,923.0907,1605.389111,2539.4572,95368
imagenet_overfeat_async_optRmsprop,1,995.6546,2759.8375,1006.9795,1771.107444,2761.8553,100883
imagenet_overfeat_async_optRmsprop,2,941.9542,2687.0919,949.218,1734.405333,2690.5974,100824
imagenet_overfeat_async_use_fp16,1,943.0877,2446.9492,958.5944,1514.720667,2448.7166,90722
imagenet_overfeat_async_use_fp16,2,898.3959,2307.8765,910.6416,1399.579333,2309.9113,90761
imagenet_overfeat_async_winograd,1,969.5363,2476.0917,976.0612,1488.123778,2477.4837,91500
imagenet_overfeat_async_winograd,2,914.1227,2365.71,922.6899,1439.668778,2367.5714,91498
imagenet_overfeat_async_xla,1,929.6156,2326.6113,941.2035,1381.590111,2329.0522,92246
imagenet_overfeat_async_xla,2,935.0445,2429.6864,944.5488,1484.381222,2431.3179,92190
imagenet_overfeat_sync_batch128,1,901.163,2435.5601,2437.1762,2.966777778,2438.1479,94285
imagenet_overfeat_sync_batch128,2,909.339,2345.8073,917.2095,1498.338667,2396.7583,94143
imagenet_overfeat_sync_batch256,1,929.211,2507.0452,2508.2678,2.844777778,2509.6991,98030
imagenet_overfeat_sync_batch256,2,883.2228,2419.9757,893.387,1614.524556,2461.7429,97507
imagenet_overfeat_sync_batch32,1,874.1171,2473.2247,2475.21,2.667333333,2475.9623,93350
imagenet_overfeat_sync_batch32,2,888.5635,2419.8704,898.7512,1564.086111,2460.7953,93289
imagenet_overfeat_sync_batch512,1,938.5259,2584.5372,2585.5288,3.384666667,2587.5329,104026
imagenet_overfeat_sync_batch512,2,914.2679,2489.7074,925.1264,1679.541667,2526.8559,103829
imagenet_overfeat_sync_batch64,1,896.9393,2506.7268,2508.2625,2.813555556,2509.5648,94120
imagenet_overfeat_sync_batch64,2,921.3229,2422.8293,928.9511,1578.668,2467.7954,93788
imagenet_overfeat_sync_dataFormat,1,913.3034,2480.7818,2482.4015,2.951555556,2483.0498,94194
imagenet_overfeat_sync_dataFormat,2,900.5595,2374.3996,911.7109,1596.172,2418.7313,94184
imagenet_overfeat_sync_optMomentum,1,918.4708,2621.3252,2622.8968,3.017444444,2623.9291,97804
imagenet_overfeat_sync_optMomentum,2,887.3208,2475.4254,894.9699,1728.304111,2543.7136,97792
imagenet_overfeat_sync_optRmsprop,1,909.9182,2726.3474,2727.7577,2.888777778,2728.7286,100407
imagenet_overfeat_sync_optRmsprop,2,890.3989,2648.0095,899.7318,1823.161667,2678.1563,100354
