Dataset,Model,syncronization,hyperparameter,w_idx,RX_time(ms),TX_time(ms),GPU_Active(ms),GPU_Idle(ms),1_Iter_time(ms),Total_time(ms),GPU_Memory(MB),,,,
cifar10,resnet44v2,async,dataFormat,2,24.4213,78.87,100.0352,9.176111111,105.783,18225,0,,,,
cifar10,resnet44v2,async,optMomentum,1,24.3566,112.7231,118.2484,5.398555556,122.364,50190,933,,,,
cifar10,resnet44v2,async,optMomentum,2,17.0379,107.7168,104.2612,13.46011111,113.0754,50144,552.9375,,,,
cifar10,resnet44v2,async,optRmsprop,1,20.0046,98.5788,100.5982,7.960444444,106.2283,21135,933,,,,
cifar10,resnet44v2,async,optRmsprop,2,21.522,99.5576,104.8423,8.771111111,110.0916,21184,932.9375,,,,
cifar10,resnet44v2,async,usefp16,1,21.846,98.1225,122.8003,7.137444444,127.143,49583,933,,,,
cifar10,resnet44v2,async,usefp16,2,23.6615,88.462,111.663,8.773111111,116.3672,49480,916.9375,,,,
cifar10,resnet44v2,async,winograd,1,17.2282,90.8819,114.806,6.984444444,119.5892,48753,387,,,,
cifar10,resnet44v2,async,winograd,2,24.4366,85.1046,112.4895,11.41322222,118.5156,48744,386.9375,,,,
cifar10,resnet44v2,async,xla,1,22.7354,102.8713,126.5796,6.409,131.1619,19233,933,,,,
cifar10,resnet44v2,async,xla,2,26.326,84.4663,108.5273,10.88866667,114.2305,19178,932.9375,,,,
cifar10,resnet44v2,sync,batch128,1,22.9272,103.9185,113.5223,18.128,133.6396,49014,1221,,,,
cifar10,resnet44v2,sync,batch128,2,21.711,80.9586,106.7876,31.48833333,115.3997,48955,1220.9375,,,,
cifar10,resnet44v2,sync,batch256,1,20.1851,102.0156,118.9286,17.59655556,136.3869,49368,35,,,,
cifar10,resnet44v2,sync,batch256,2,21.139,86.2383,97.3046,41.038,112.5244,49366,34.9375,,,,
cifar10,resnet44v2,sync,batch32,1,25.0912,98.7695,106.7753,26.14044444,132.1854,19094,373,,,,
cifar10,resnet44v2,sync,batch32,2,23.2804,92.8629,124.0812,11.34044444,127.298,19041,374.9375,,,,
cifar10,resnet44v2,sync,batch512,1,26.0957,128.0515,117.6236,44.96655556,160.9376,49387,2951,,,,
cifar10,resnet44v2,sync,batch512,2,20.2312,132.0117,108.8757,53.15366667,157.3106,49429,2950.9375,,,,
cifar10,resnet44v2,sync,batch64,1,24.3725,89.6837,116.0421,13.50666667,126.4715,48774,387,,,,
cifar10,resnet44v2,sync,batch64,2,24.1387,74.3149,95.9468,35.05044444,102.0882,48772,386.9375,,,,
cifar10,resnet44v2,sync,dataFormat,1,28.8114,76.1825,96.6596,12.63611111,109.5929,48774,387,,,,
cifar10,resnet44v2,sync,dataFormat,2,22.8628,68.413,86.6826,26.90522222,98.3711,48585,386.9375,,,,
cifar10,resnet44v2,sync,optMomentum,1,31.3164,118.7227,118.6487,14.19733333,129.6427,50102,933,,,,
cifar10,resnet44v2,sync,optMomentum,2,27.6666,107.9894,107.4978,23.70866667,113.4392,50096,932.9375,,,,
cifar10,resnet44v2,sync,optRmsprop,1,27.2357,117.0062,116.645,16.361,130.2699,21784,0,,,,
cifar10,resnet44v2,sync,optRmsprop,2,20.5572,96.4385,98.6514,33.21555556,105.4637,21681,0,,,,
cifar10,resnet44v2,sync,usefp16,1,20.7366,83.9054,103.3437,29.48444444,130.2197,49402,0,,,,
cifar10,resnet44v2,sync,usefp16,2,22.9862,99.0806,122.6975,8.536888889,125.9594,49287,0,,,,
cifar10,resnet44v2,sync,winograd,1,23.2513,97.4085,115.7159,16.25977778,128.3765,48989,0,,,,
cifar10,resnet44v2,sync,winograd,2,21.1353,69.9043,95.5227,36.94033333,107.9017,48924,0,,,,
cifar10,resnet44v2,sync,xla,1,27.0213,107.2953,109.9011,26.03777778,134.7489,49351,933,,,,
cifar10,resnet44v2,sync,xla,2,25.1334,88.9291,112.7563,25.21133333,115.9151,49289,388.9375,,,,
cifar10,resnet56,async,batch128,1,29.4218,85.9214,109.3065,10.74777778,117.352,51745,0,,,,
cifar10,resnet56,async,batch128,2,30.2191,101.3392,135.9376,12.90566667,143.9689,51743,0,,,,
cifar10,resnet56,async,batch256,1,27.2339,109.3874,135.843,13.33811111,147.1633,22037,2823,,,,
cifar10,resnet56,async,batch256,2,27.9431,116.9497,142.5527,25.98766667,162.9514,21934,2822.9375,,,,
cifar10,resnet56,async,batch32,1,25.7445,117.1101,137.8845,10.46822222,146.6033,51619,387,,,,
cifar10,resnet56,async,batch32,2,39.5368,102.4082,138.7399,9.212111111,145.2225,51562,386.9375,,,,
cifar10,resnet56,async,batch512,1,23.0371,148.0899,143.856,44.89555556,183.6649,53411,0,,,,
cifar10,resnet56,async,batch512,2,26.6537,180.0619,141.6239,88.14577778,224.8289,53409,0,,,,
cifar10,resnet56,async,batch64,1,26.8441,107.3157,138.3541,7.405666667,142.9454,51183,369,,,,
cifar10,resnet56,async,batch64,2,19.1699,111.2855,143.2475,9.395111111,148.8164,51174,360.9375,,,,
cifar10,resnet56,async,dataFormat,1,25.6419,111.8742,148.9378,6.839111111,152.6177,51108,387,,,,
cifar10,resnet56,async,dataFormat,2,24.1801,100.8688,122.0719,13.68144444,131.7563,51159,386.9375,,,,
cifar10,resnet56,async,optMomentum,1,27.2143,134.5889,139.0665,6.565111111,144.0156,53697,1189,,,,
cifar10,resnet56,async,optMomentum,2,23.4794,135.0117,139.3901,7.496444444,143.6375,53550,1188.9375,,,,
cifar10,resnet56,async,optRmsprop,1,29.1205,134.9099,141.3684,8.957444444,146.3386,26914,345,,,,
cifar10,resnet56,async,optRmsprop,2,32.3102,143.6218,144.799,10.33566667,152.2012,26854,348.9375,,,,
cifar10,resnet56,async,usefp16,1,23.0977,104.7787,127.2143,5.373,130.3655,52905,917,,,,
cifar10,resnet56,async,usefp16,2,32.8539,-1.00E+12,164.3637,12.63088889,172.2658,52850,916.9375,,,,
cifar10,resnet56,async,winograd,1,24.1465,92.932,118.253,10.10488889,126.0157,21547,413,,,,
cifar10,resnet56,async,winograd,2,31.501,103.5983,132.4687,12.57644444,140.1252,21605,386.9375,,,,
cifar10,resnet56,async,xla,1,25.2289,91.8013,120.1722,9.317888889,126.9844,21614,1189,,,,
cifar10,resnet56,async,xla,2,22.1801,101.4111,125.4406,11.56588889,133.6964,21557,388.9375,,,,
cifar10,resnet56,sync,batch128,1,28.9999,116.397,143.7955,21.82577778,162.0218,52207,1733,,,,
cifar10,resnet56,sync,batch128,2,35.634,102.6013,141.4439,22.25388889,146.1263,52205,1732.9375,,,,
cifar10,resnet56,sync,batch256,1,26.2957,126.9248,131.895,29.34855556,159.6644,52251,437,,,,
cifar10,resnet56,sync,batch256,2,24.6042,114.8592,135.2478,27.146,152.2134,52250,386.9375,,,,
cifar10,resnet56,sync,batch32,1,33.5002,110.3755,135.7136,19.30111111,153.617,51913,901,,,,
cifar10,resnet56,sync,batch32,2,30.1715,100.1669,136.2213,20.53355556,139.7377,51805,900.9375,,,,
cifar10,resnet56,sync,batch512,1,33.5334,163.1213,167.1854,46.17711111,214.9801,53420,4999,,,,
cifar10,resnet56,sync,batch512,2,27.4239,157.3383,155.0556,63.21466667,203.1227,53416,4998.9375,,,,
cifar10,resnet56,sync,batch64,1,28.1354,120.1165,137.1313,18.68744444,156.6334,22240,67,,,,
cifar10,resnet56,sync,batch64,2,30.6982,101.8808,134.7751,25.722,142.0899,22234,34.9375,,,,
cifar10,resnet56,sync,dataFormat,1,31.388,118.8838,133.8364,26.80066667,158.8979,22223,1189,,,,
cifar10,resnet56,sync,dataFormat,2,33.8553,106.5379,141.4722,20.81177778,146.0304,21983,1188.9375,,,,
cifar10,resnet56,sync,optMomentum,1,26.7387,143.5649,151.9298,10.63444444,160.2964,54186,387,,,,
cifar10,resnet56,sync,optMomentum,2,27.5177,116.7823,122.7158,38.883,131.1331,54368,386.9375,,,,
cifar10,resnet56,sync,optRmsprop,1,31.9279,151.4735,138.1397,26.17066667,159.4328,57431,0,,,,
cifar10,resnet56,sync,optRmsprop,2,23.1915,136.8996,144.4043,18.24388889,151.3287,57430,0,,,,
cifar10,resnet56,sync,usefp16,1,32.9698,126.236,168.0957,11.93288889,178.2475,23022,463,,,,
cifar10,resnet56,sync,usefp16,2,36.2379,122.6327,156.8755,23.33777778,159.9698,23209,386.9375,,,,
cifar10,resnet56,sync,winograd,1,26.3985,119.7128,148.7933,14.211,160.6544,51409,387,,,,
cifar10,resnet56,sync,winograd,2,28.1598,97.7012,128.9569,36.77122222,137.6089,51592,386.9375,,,,
cifar10,resnet56,sync,xla,1,32.59,114.647,148.6149,15.11377778,160.0814,51864,387,,,,
cifar10,resnet56,sync,xla,2,24.1069,102.8302,134.9881,28.474,138.2433,51858,386.9375,,,,
cifar10,resnet56v2,async,batch128,1,22.1482,91.6981,121.4348,6.219888889,125.9492,51148,1733,,,,
cifar10,resnet56v2,async,batch128,2,20.6077,114.9083,131.1602,18.92066667,145.2068,50915,392.9375,,,,
cifar10,resnet56v2,async,batch256,1,29.7628,126.3159,147.5113,12.30011111,157.6208,51516,387,,,,
cifar10,resnet56v2,async,batch256,2,21.8431,120.237,124.669,25.01511111,145.0843,51412,386.9375,,,,
cifar10,resnet56v2,async,batch32,1,22.736,111.5569,140.5592,6.694777778,144.9321,51064,387,,,,
cifar10,resnet56v2,async,batch32,2,22.0247,102.8282,123.3478,10.32544444,130.0399,50826,386.9375,,,,
cifar10,resnet56v2,async,batch512,1,19.4085,147.5798,133.7558,48.20222222,180.0354,52481,387,,,,
cifar10,resnet56v2,async,batch512,2,25.7364,171.558,125.5754,82.09633333,200.7696,52530,386.9375,,,,
cifar10,resnet56v2,async,batch64,1,21.5836,100.7281,125.5902,7.794333333,131.4803,50916,1189,,,,
cifar10,resnet56v2,async,batch64,2,21.0013,126.9281,154.3893,8.922666667,160.1274,51007,1188.9375,,,,
cifar10,resnet56v2,async,dataFormat,1,31.3777,109.3298,141.4453,7.492666667,146.8244,51105,1189,,,,
cifar10,resnet56v2,async,dataFormat,2,23.0061,107.3037,123.6228,15.45733333,135.8793,51093,1188.9375,,,,
cifar10,resnet56v2,async,optMomentum,1,24.5319,130.7108,134.0674,6.622555556,139.0245,52647,1189,,,,
cifar10,resnet56v2,async,optMomentum,2,22.247,124.4809,116.7683,16.903,129.7247,52646,1188.9375,,,,
cifar10,resnet56v2,async,optRmsprop,1,23.1079,135.3998,138.0537,6.628444444,143.8418,55469,393,,,,
cifar10,resnet56v2,async,optRmsprop,2,24.8227,131.1576,130.5936,14.356,138.5674,55414,418.9375,,,,
cifar10,resnet56v2,async,usefp16,1,29.5369,112.7648,146.4533,5.167555556,149.92,51916,387,,,,
cifar10,resnet56v2,async,usefp16,2,25.3444,135.0009,165.6358,10.25466667,171.8548,51762,386.9375,,,,
cifar10,resnet56v2,async,winograd,1,23.2994,104.9566,130.059,7.024666667,134.6902,50725,387,,,,
cifar10,resnet56v2,async,winograd,2,17.1862,100.0556,117.3655,8.514777778,124.151,50719,386.9375,,,,
cifar10,resnet56v2,async,xla,1,20.33,120.5079,148.1811,6.942444444,152.7712,50677,1189,,,,
cifar10,resnet56v2,async,xla,2,23.6223,127.081,148.6881,11.20088889,155.962,50617,1188.9375,,,,
cifar10,resnet56v2,sync,batch128,1,27.0917,103.5721,124.2669,14.37666667,135.6587,51264,1733,,,,
cifar10,resnet56v2,sync,batch128,2,23.8551,90.2236,120.2913,18.10277778,126.0323,51255,1732.9375,,,,
cifar10,resnet56v2,sync,batch256,1,25.2562,118.4445,136.5891,18.85233333,153.978,51758,0,,,,
cifar10,resnet56v2,sync,batch256,2,26.3469,101.5965,106.6842,48.10277778,135.9619,51751,0,,,,
cifar10,resnet56v2,sync,batch32,1,22.722,113.2571,138.1785,7.817444444,144.992,51163,901,,,,
cifar10,resnet56v2,sync,batch32,2,22.2512,88.5033,118.1236,30.323,121.9776,51260,900.9375,,,,
cifar10,resnet56v2,sync,batch512,1,24.9976,161.2419,144.527,55.31633333,199.0719,52509,0,,,,
cifar10,resnet56v2,sync,batch512,2,28.1246,160.2769,135.4305,65.53588889,194.92,52259,0,,,,
cifar10,resnet56v2,sync,batch64,1,23.6226,118.4885,132.2285,12.53555556,147.4646,51565,1189,,,,
cifar10,resnet56v2,sync,batch64,2,30.7982,96.2426,126.3765,26.76511111,131.4456,51609,1188.9375,,,,
cifar10,resnet56v2,sync,dataFormat,1,20.2038,111.6388,132.0487,20.89155556,149.279,51427,1189,,,,
cifar10,resnet56v2,sync,dataFormat,2,23.4321,82.6647,107.9755,33.31788889,115.4071,51279,1188.9375,,,,
cifar10,resnet56v2,sync,optMomentum,1,24.0655,144.7324,131.4921,23.92466667,153.7715,53592,1189,,,,
cifar10,resnet56v2,sync,optMomentum,2,26.2478,131.1268,136.638,20.52511111,140.9341,53539,1188.9375,,,,
cifar10,resnet56v2,sync,optRmsprop,1,30.3545,153.3495,136.6927,32.70511111,164.4223,55861,1189,,,,
cifar10,resnet56v2,sync,optRmsprop,2,28.8519,138.1895,143.8892,20.08588889,146.7186,55859,1188.9375,,,,
cifar10,resnet56v2,sync,usefp16,1,28.6671,102.0011,140.345,23.48866667,159.8325,22552,917,,,,
cifar10,resnet56v2,sync,usefp16,2,29.4245,111.3346,140.094,19.42822222,144.2125,22269,916.9375,,,,
cifar10,resnet56v2,sync,winograd,1,25.7636,106.5725,113.657,24.74422222,137.1707,51410,1189,,,,
cifar10,resnet56v2,sync,winograd,2,25.111,93.9245,121.2533,19.20333333,123.9942,51404,1188.9375,,,,
cifar10,resnet56v2,sync,xla,1,22.6437,120.1587,121.0919,34.867,150.6683,51307,1189,,,,
cifar10,resnet56v2,sync,xla,2,38.6965,102.5849,133.4205,20.55777778,136.8103,51250,1188.9375,,,,
cifar10,vgg16,async,batch128,1,159.6728,401.8421,179.2155,233.2822222,415.9179,50735,4749,,,,
cifar10,vgg16,async,batch128,2,157.4949,422.3201,176.0012,271.0023333,439.8719,50821,4748.9375,,,,
cifar10,vgg16,async,batch256,1,165.5403,409.5133,180.5228,238.0673333,417.5122,50642,6287,,,,
cifar10,vgg16,async,batch256,2,148.325,378.6849,170.1793,226.8321111,390.6347,50640,6286.9375,,,,
cifar10,vgg16,async,batch32,1,172.0937,417.059,192.6986,243.6981111,434.0581,49984,12,,,,
cifar10,vgg16,async,batch32,2,147.4119,394.5696,169.9626,243.087,404.7698,49982,11.9375,,,,
cifar10,vgg16,async,batch512,1,167.5718,393.336,187.0533,219.5541111,414.3224,51506,7831,,,,
cifar10,vgg16,async,batch512,2,158.7392,418.4019,178.7363,259.1996667,435.2997,51505,7814.9375,,,,
cifar10,vgg16,async,batch64,1,164.9657,403.5929,188.0134,246.3081111,432.7266,51541,4745,,,,
cifar10,vgg16,async,batch64,2,164.9124,409.4037,188.9785,236.6767778,424.1785,51184,4744.9375,,,,
cifar10,vgg16,async,dataFormat,1,172.3718,422.6448,194.2501,249.5076667,444.7324,50722,12,,,,
cifar10,vgg16,async,dataFormat,2,167.9467,422.9705,185.4558,255.2722222,436.0808,50523,11.9375,,,,
cifar10,vgg16,async,optMomentum,1,167.5066,456.7531,189.3657,271.2777778,459.7261,50332,4745,,,,
cifar10,vgg16,async,optMomentum,2,158.4713,425.9654,173.0668,254.78,427.5723,50275,4744.9375,,,,
cifar10,vgg16,async,optRmsprop,1,167.9123,452.1707,188.2347,273.3285556,456.6434,51988,35,,,,
cifar10,vgg16,async,optRmsprop,2,153.7096,437.5806,170.3974,267.2308889,440.0884,51877,34.9375,,,,
cifar10,vgg16,async,usefp16,1,178.3618,428.8397,205.1367,233.6072222,437.1692,50607,387,,,,
cifar10,vgg16,async,usefp16,2,161.2005,407.7515,180.1923,234.7326667,415.5236,50355,386.9375,,,,
cifar10,vgg16,async,winograd,1,162.6628,401.0117,189.3074,246.2292222,429.9371,50005,713,,,,
cifar10,vgg16,async,winograd,2,149.9049,404.1417,168.9727,241.0763333,410.9893,49937,386.9375,,,,
cifar10,vgg16,async,xla,1,178.852,420.7695,199.2896,241.2914444,437.6988,49895,4745,,,,
cifar10,vgg16,async,xla,2,164.0405,397.7226,182.0664,229.3936667,405.7209,49841,986.9375,,,,
cifar10,vgg16,sync,batch128,1,162.4719,420.7593,181.9283,257.8275556,434.532,50807,4749,,,,
cifar10,vgg16,sync,batch128,2,173.2188,419.9909,197.1319,240.7886667,432.7087,50751,4748.9375,,,,
cifar10,vgg16,sync,batch256,1,167.3288,421.3078,187.3009,253.1245556,441.0349,51933,0,,,,
cifar10,vgg16,sync,batch256,2,169.5303,391.6247,185.4547,260.7827778,418.078,51976,0,,,,
cifar10,vgg16,sync,batch32,1,161.8948,424.4911,186.9299,249.1171111,433.9471,51130,387,,,,
cifar10,vgg16,sync,batch32,2,157.3422,387.0858,172.8718,264.4197778,411.1275,51125,386.9375,,,,
cifar10,vgg16,sync,batch512,1,162.5849,426.3592,182.4408,265.2593333,447.5773,52504,7831,,,,
cifar10,vgg16,sync,batch512,2,165.0053,413.3941,188.7897,259.3742222,444.6741,52455,7814.9375,,,,
cifar10,vgg16,sync,batch64,1,167.2289,412.9041,189.6599,235.7046667,428.0505,50732,4745,,,,
cifar10,vgg16,sync,batch64,2,158.2933,388.0025,173.9823,252.8005556,405.074,50727,4744.9375,,,,
cifar10,vgg16,sync,dataFormat,1,161.6311,418.6102,177.2548,262.9576667,437.1258,50868,4749,,,,
cifar10,vgg16,sync,dataFormat,2,153.425,393.3505,170.4421,268.0704444,419.1191,50957,4748.9375,,,,
cifar10,vgg16,sync,optMomentum,1,157.2997,435.0879,180.3846,264.1616667,439.6844,51222,4745,,,,
cifar10,vgg16,sync,optMomentum,2,157.6768,417.6931,176.2774,265.9958889,427.0529,51028,4748.9375,,,,
cifar10,vgg16,sync,optRmsprop,1,168.0756,453.6349,185.7638,274.5416667,457.9192,52393,387,,,,
cifar10,vgg16,sync,optRmsprop,2,157.8323,440.2286,178.9223,283.8195556,444.3456,52335,386.9375,,,,
cifar10,vgg16,sync,usefp16,1,168.9106,431.1329,195.5985,262.5836667,456.5291,52125,4745,,,,
cifar10,vgg16,sync,usefp16,2,154.581,429.2264,175.4585,285.222,440.0909,52061,752.9375,,,,
cifar10,vgg16,sync,winograd,1,168.9057,419.6364,188.1885,243.1687778,432.7203,50958,405,,,,
cifar10,vgg16,sync,winograd,2,156.3267,396.5419,170.4488,264.1024444,415.128,50686,386.9375,,,,
cifar10,vgg16,sync,xla,1,162.8698,409.3097,182.3287,258.8688889,439.0463,51113,4745,,,,
cifar10,vgg16,sync,xla,2,159.3892,413.482,181.5661,263.8696667,430.8243,51048,4744.9375,,,,
imagenet,alexnet,async,batch128,1,333.7038,905.3205,345.0288,568.3685556,908.6084,60848,12,,,,
imagenet,alexnet,async,batch128,2,340.3124,865.0982,347.8744,523.2973333,866.252,60987,11.9375,,,,
imagenet,alexnet,async,batch256,1,339.8732,882.7807,350.6228,542.4303333,886.0196,62656,12,,,,
imagenet,alexnet,async,batch256,2,345.6291,905.1213,357.0034,555.9125556,907.2402,62747,11.9375,,,,
imagenet,alexnet,async,batch32,1,339.8174,886.9553,350.108,541.9728889,889.7574,61002,375,,,,
imagenet,alexnet,async,batch32,2,328.8488,906.2054,338.7942,579.5493333,908.5135,60804,374.9375,,,,
imagenet,alexnet,async,batch512,1,365.7451,938.0001,374.8471,565.9366667,940.8214,65365,8841,,,,
imagenet,alexnet,async,batch512,2,346.7462,888.293,354.0235,538.2766667,890.2238,65312,386.9375,,,,
imagenet,alexnet,async,batch64,1,329.5854,904.1041,341.8089,566.3937778,906.2808,60101,387,,,,
imagenet,alexnet,async,batch64,2,320.0859,862.0514,329.3053,533.8843333,863.4832,60237,386.9375,,,,
imagenet,alexnet,async,dataFormat,1,337.1144,918.3356,347.3968,571.9991111,920.7611,60721,2695,,,,
imagenet,alexnet,async,dataFormat,2,337.1656,870.1199,347.652,523.1848889,874.1663,60660,386.9375,,,,
imagenet,alexnet,async,optMomentum,1,346.3623,926.4488,356.9487,570.6964444,928.8697,61803,2695,,,,
imagenet,alexnet,async,optMomentum,2,320.3432,890.2115,331.765,554.7177778,891.7894,61262,386.9375,,,,
imagenet,alexnet,async,optRmsprop,1,334.6127,997.2707,347.6814,658.983,999.6927,63403,387,,,,
imagenet,alexnet,async,optRmsprop,2,332.5216,974.861,343.2173,642.5321111,976.5647,63349,386.9375,,,,
imagenet,alexnet,async,usefp16,1,336.0358,896.8715,352.6242,550.6287778,899.358,61391,2695,,,,
imagenet,alexnet,async,usefp16,2,325.4372,869.7913,335.2176,542.1788889,870.888,61389,386.9375,,,,
imagenet,alexnet,async,winograd,1,353.7947,916.2844,364.8882,558.8004444,918.9732,61000,2695,,,,
imagenet,alexnet,async,winograd,2,341.6607,888.634,351.1284,544.7554444,889.775,60999,2694.9375,,,,
imagenet,alexnet,async,xla,1,328.3609,886.2853,337.6463,545.0147778,889.0245,60303,2695,,,,
imagenet,alexnet,async,xla,2,318.8219,876.9089,329.9507,556.575,878.21,60301,386.9375,,,,
imagenet,alexnet,sync,batch128,1,324.121,898.3534,334.0603,569.3252222,900.9433,62116,2695,,,,
imagenet,alexnet,sync,batch128,2,319.9296,860.7785,327.6367,573.0333333,862.9089,62113,386.9375,,,,
imagenet,alexnet,sync,batch256,1,322.834,896.3038,334.3583,570.2118889,899.7251,63476,4745,,,,
imagenet,alexnet,sync,batch256,2,316.3228,876.4618,328.7696,577.0757778,877.9598,63473,4744.9375,,,,
imagenet,alexnet,sync,batch32,1,333.7505,900.3582,345.9257,555.4845556,903.0468,61293,0,,,,
imagenet,alexnet,sync,batch32,2,321.2103,866.464,330.6126,571.4727778,870.3327,61382,0,,,,
imagenet,alexnet,sync,batch512,1,332.2575,916.814,342.111,580.6446667,919.4808,66507,0,,,,
imagenet,alexnet,sync,batch512,2,333.1975,900.1769,342.454,581.0476667,905.3318,66602,0,,,,
imagenet,alexnet,sync,batch64,1,335.0962,918.3854,346.616,576.7411111,920.9732,61109,2695,,,,
imagenet,alexnet,sync,batch64,2,336.1436,888.474,346.5404,574.5558889,889.6875,61299,2694.9375,,,,
imagenet,alexnet,sync,dataFormat,1,331.5594,943.6105,339.8067,604.7867778,945.6273,61135,2695,,,,
imagenet,alexnet,sync,dataFormat,2,348.4682,908.3037,358.1656,591.6128889,910.0888,61500,2694.9375,,,,
imagenet,alexnet,sync,optMomentum,1,332.2359,949.67,343.3759,606.2477778,953.3338,62473,1489,,,,
imagenet,alexnet,sync,optMomentum,2,333.1179,925.6525,343.6616,607.1454444,927.9735,62555,386.9375,,,,
imagenet,alexnet,sync,optRmsprop,1,340.8407,1002.8555,349.9986,657.0298889,1004.7495,63416,31,,,,
imagenet,alexnet,sync,optRmsprop,2,316.1011,957.8883,325.337,682.6802222,959.3186,63363,32.9375,,,,
imagenet,alexnet,sync,usefp16,1,334.252,911.8034,344.726,564.465,914.5005,61162,2695,,,,
imagenet,alexnet,sync,usefp16,2,336.5921,877.3164,347.0239,562.8831111,881.6392,61157,2694.9375,,,,
imagenet,alexnet,sync,winograd,1,331.513,917.6349,340.53,580.5216667,920.1737,61415,12,,,,
imagenet,alexnet,sync,winograd,2,328.2588,889.0044,337.4298,587.3993333,890.5692,61413,11.9375,,,,
imagenet,alexnet,sync,xla,1,344.8269,914.4163,355.0083,564.599,917.6481,61250,2695,,,,
imagenet,alexnet,sync,xla,2,322.1543,876.4102,329.7791,587.5463333,877.8605,61339,386.9375,,,,
imagenet,googlenet,async,batch128,1,69.7497,189.4671,126.4129,69.61944444,193.148,51336,33,,,,
imagenet,googlenet,async,batch128,2,70.102,193.2,131.2623,70.68288889,196.3676,51050,30.9375,,,,
imagenet,googlenet,async,batch256,1,102.9265,340.5259,183.8249,161.1958889,346.5558,56988,349,,,,
imagenet,googlenet,async,batch256,2,87.1229,328.5606,157.7186,175.9194444,331.1317,56894,350.9375,,,,
imagenet,googlenet,async,batch32,1,54.3322,127.4878,121.8327,13.69222222,133.9513,48030,2695,,,,
imagenet,googlenet,async,batch32,2,47.8329,127.0322,118.6305,16.24955556,130.1768,48028,2694.9375,,,,
imagenet,googlenet,async,batch512,1,156.7512,616.0561,211.0797,410.66,620.0188,66616,18057,,,,
imagenet,googlenet,async,batch512,2,163.4771,616.8901,223.716,397.8582222,619.1185,66467,386.9375,,,,
imagenet,googlenet,async,batch64,1,52.641,143.6465,124.1608,26.49288889,147.9116,48984,4743,,,,
imagenet,googlenet,async,batch64,2,54.2935,134.3117,112.9159,28.10922222,137.2066,48983,4742.9375,,,,
imagenet,googlenet,async,dataFormat,1,58.4138,130.036,116.845,20.02722222,134.4633,49429,4743,,,,
imagenet,googlenet,async,dataFormat,2,54.265,139.2872,127.6408,19.21533333,142.6244,49424,4742.9375,,,,
imagenet,googlenet,async,optMomentum,1,55.0445,140.2038,119.6347,28.17355556,145.8569,50580,0,,,,
imagenet,googlenet,async,optMomentum,2,63.0119,135.1732,116.318,28.17777778,140.0958,50578,0,,,,
imagenet,googlenet,async,optRmsprop,1,56.6298,133.2657,111.8835,28.93255556,138.264,52225,0,,,,
imagenet,googlenet,async,optRmsprop,2,54.2811,137.8767,121.2254,26.47544444,144.0353,52167,0,,,,
imagenet,googlenet,async,usefp16,1,52.6562,143.034,118.369,31.4,147.4779,50410,0,,,,
imagenet,googlenet,async,usefp16,2,49.9752,147.5992,119.9503,35.44766667,151.3281,50351,0,,,,
imagenet,googlenet,async,winograd,1,60.3824,147.3023,127.5153,26.66888889,151.6066,48965,4743,,,,
imagenet,googlenet,async,winograd,2,54.246,133.6834,113.9974,26.88422222,138.4664,48909,4742.9375,,,,
imagenet,googlenet,async,xla,1,59.7967,143.2174,126.2182,24.10255556,146.5832,48831,4743,,,,
imagenet,googlenet,async,xla,2,56.08,142.5604,121.6428,29.07722222,145.7071,48758,4742.9375,,,,
imagenet,googlenet,sync,batch128,1,74.078,202.9625,138.7507,69.48588889,207.6364,51330,387,,,,
imagenet,googlenet,sync,batch128,2,70.1897,202.6691,130.675,79.76266667,205.229,51184,386.9375,,,,
imagenet,googlenet,sync,batch256,1,108.7137,334.898,166.1768,180.4201111,340.7563,56761,8839,,,,
imagenet,googlenet,sync,batch256,2,102.9741,335.2893,151.905,191.3327778,337.5835,56749,386.9375,,,,
imagenet,googlenet,sync,batch32,1,54.7038,137.6336,113.6666,28.28355556,143.1828,48246,2695,,,,
imagenet,googlenet,sync,batch32,2,48.0466,127.1035,122.0525,23.53855556,133.4243,48244,2694.9375,,,,
imagenet,googlenet,sync,batch512,1,174.7915,619.6358,227.4127,393.5806667,624.1875,66515,387,,,,
imagenet,googlenet,sync,batch512,2,170.6007,619.7287,216.9398,404.4403333,621.6622,66464,386.9375,,,,
imagenet,googlenet,sync,batch64,1,58.6392,148.6194,120.2597,32.59111111,154.3507,49347,4743,,,,
imagenet,googlenet,sync,batch64,2,62.8338,148.9893,116.6681,41.09688889,152.1815,49344,4742.9375,,,,
imagenet,googlenet,sync,dataFormat,1,52.0485,148.4315,125.3268,31.26255556,154.7488,19974,0,,,,
imagenet,googlenet,sync,dataFormat,2,56.6219,145.9825,128.9887,28.73422222,151.1648,19917,0,,,,
imagenet,googlenet,sync,optMomentum,1,57.7338,149.7577,113.4826,44.78822222,154.4323,51202,4743,,,,
imagenet,googlenet,sync,optMomentum,2,56.3775,148.8987,122.9963,34.84888889,151.7166,51056,4742.9375,,,,
imagenet,googlenet,sync,optRmsprop,1,63.051,152.394,127.2294,32.97533333,158.4628,52602,0,,,,
imagenet,googlenet,sync,optRmsprop,2,57.0171,140.0521,114.4104,46.59111111,145.0143,52600,0,,,,
imagenet,googlenet,sync,usefp16,1,59.8971,176.2705,149.2218,32.99733333,181.4184,20757,2695,,,,
